"player","nation","pos","team","played_90s","shot_create_action","sca_live","sca_dead","sca_take_on","sca_shot","sca_foul","sca_defense","goal_create_action","gca_live","gca_dead","gca_take_on","gca_shot","gca_foul","gca_defense"
"Óscar Rodríguez Arnaiz","ESP","MF,FW","Leganés","14.8","48","30","7","5","3","2","1","9","5","1","1","1","0","1"
"Arturo Rodríguez","ESP","FW","Las Palmas","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Damián Rodríguez","ESP","MF","Celta Vigo","10.3","26","17","9","0","0","0","0","2","2","0","0","0","0","0"
"Dani Rodríguez","ESP","MF,FW","Mallorca","24.0","62","33","23","0","3","3","0","12","9","2","0","0","1","0"
"Daniel Rodriguez","ESP","FW","Barcelona","0.4","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"James Rodríguez","COL","MF,FW","Rayo Vallecano","1.6","6","4","1","0","1","0","0","0","0","0","0","0","0","0"
"Javi Rodríguez","ESP","DF","Celta Vigo","27.9","35","29","0","2","1","3","0","3","3","0","0","0","0","0"
"Jesus Rodríguez","ESP","FW","Betis","12.3","34","17","0","8","2","7","0","5","3","0","0","1","1","0"
"Kirian Rodríguez","ESP","MF","Las Palmas","19.5","49","43","2","1","0","2","1","7","7","0","0","0","0","0"
"Ricardo Rodríguez","SUI","DF","Betis","14.2","27","23","1","0","2","0","1","2","2","0","0","0","0","0"
"Rodrygo","BRA","FW,MF","Real Madrid","21.4","106","66","18","13","3","5","1","9","7","0","1","0","1","0"
"Leo Román","ESP","GK","Mallorca","7.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Romero","ESP","DF","Espanyol","28.4","62","42","12","6","1","1","0","4","2","1","0","0","1","0"
"Isaac Romero","ESP","FW","Sevilla","24.0","44","30","1","5","3","5","0","7","4","0","1","2","0","0"
"Luka Romero","ARG","FW,MF","Alavés","2.2","8","4","1","1","0","1","1","1","1","0","0","0","0","0"
"Oriol Romeu","ESP","MF","Girona","15.1","20","20","0","0","0","0","0","1","1","0","0","0","0","0"
"Vitor Roque","BRA","FW","Betis","13.7","34","19","0","5","5","5","0","4","0","0","0","1","3","0"
"Valentin Rosier","FRA","DF","Leganés","28.8","35","24","4","3","4","0","0","6","5","0","1","0","0","0"
"Antonio Rüdiger","GER","DF","Real Madrid","25.5","28","19","0","0","6","3","0","2","1","0","0","0","1","0"
"Aitor Ruibal","ESP","DF,FW","Betis","14.6","36","31","2","1","1","1","0","4","4","0","0","0","0","0"
"Abel Ruiz","ESP","FW","Girona","15.0","17","12","0","1","3","1","0","1","0","0","0","1","0","0"
"Ferrán Ruiz","ESP","MF","Girona","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Youssouf Sabaly","SEN","DF","Betis","17.6","19","17","1","1","0","0","0","3","3","0","0","0","0","0"
"Umar Sadiq","NGA","FW","Valencia","9.2","15","8","0","2","2","1","2","3","0","0","1","1","0","1"
"Umar Sadiq","NGA","FW","Real Sociedad","2.5","3","2","0","0","1","0","0","0","0","0","0","0","0","0"
"Jorge Sáenz","ESP","DF","Leganés","18.8","10","8","0","0","0","1","1","0","0","0","0","0","0","0"
"Jan Salas","ESP","MF,FW","Mallorca","0.5","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Kike Salas","ESP","DF","Sevilla","24.9","17","14","0","0","3","0","0","4","4","0","0","0","0","0"
"Albert Sambi Lokonga","BEL","MF","Sevilla","16.3","35","32","0","0","2","0","1","3","3","0","0","0","0","0"
"Chuky san jose","ESP","MF","Valladolid","8.1","15","9","3","1","0","2","0","2","0","0","1","0","1","0"
"Oihan Sancet","ESP","MF","Athletic Club","18.0","50","38","0","4","5","3","0","8","4","0","1","3","0","0"
"Antonio Sánchez","ESP","MF,DF","Mallorca","15.5","18","12","2","1","2","1","0","0","0","0","0","0","0","0"
"Iván Sánchez","ESP","MF,FW","Valladolid","15.6","64","46","7","4","1","5","1","5","5","0","0","0","0","0"
"Javi Sánchez","ESP","DF","Valladolid","22.5","14","13","0","0","1","0","0","2","1","0","0","1","0","0"
"Juanlu Sánchez","ESP","MF,DF","Sevilla","19.1","40","36","0","2","2","0","0","5","5","0","0","0","0","0"
"Manu Sánchez","ESP","DF","Alavés","29.3","40","28","5","0","5","2","0","3","2","0","0","1","0","0"
"Maroan Sannadi","MAR","FW","Athletic Club","8.4","16","8","0","4","2","2","0","2","1","0","0","0","1","0"
"Jesús Santiago","ESP","MF","Getafe","4.1","6","2","1","0","0","2","1","0","0","0","0","0","0","0"
"Aleksandar Sedlar","SRB","DF","Alavés","6.6","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Sergi","ESP","DF","Leganés","32.9","12","11","0","0","0","1","0","3","2","0","0","0","1","0"
"Nicolás Serrano","ESP","FW","Athletic Club","1.2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Fábio Silva","POR","FW","Las Palmas","20.7","43","30","0","4","3","5","1","5","3","0","1","1","0","0"
"Rui Silva","POR","GK","Betis","15.0","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Giuliano Simeone","ARG","MF","Atlético Madrid","21.4","50","40","0","5","2","3","0","9","7","0","1","0","1","0"
"Unai Simón","ESP","GK","Athletic Club","21.0","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"Daley Sinkgraven","NED","DF","Las Palmas","1.0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Jailson Siqueira","BRA","DF,MF","Celta Vigo","6.8","8","5","0","0","1","0","2","0","0","0","0","0","0","0"
"Antonio Sivera","ESP","GK","Alavés","31.2","11","6","5","0","0","0","0","0","0","0","0","0","0","0"
"Justin Smith","CAN","MF","Espanyol","2.3","2","2","0","0","0","0","0","1","1","0","0","0","0","0"
"Alex Sola","ESP","MF,FW","Getafe","11.4","26","17","0","6","0","3","0","2","2","0","0","0","0","0"
"Arnau Solà","ESP","MF","Villarreal","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhon Solis","COL","MF","Girona","5.9","6","5","0","0","1","0","0","0","0","0","0","0","0","0"
"David Soria","ESP","GK","Getafe","38.0","8","5","3","0","0","0","0","0","0","0","0","0","0","0"
"Juan Soriano","ESP","GK","Leganés","6.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hugo Sotelo","ESP","MF","Celta Vigo","13.9","40","27","12","0","0","0","1","0","0","0","0","0","0","0"
"Djibril Sow","SUI","MF","Sevilla","22.9","64","58","0","0","1","3","2","4","4","0","0","0","0","0"
"Carl Starfelt","SWE","DF","Celta Vigo","25.2","18","16","0","0","1","0","1","1","1","0","0","0","0","0"
"Orri Steinn Óskarsson","ISL","FW","Real Sociedad","10.5","10","8","0","0","1","1","0","0","0","0","0","0","0","0"
"Stoichkov","ESP","MF,FW","Alavés","7.8","28","17","0","2","3","4","2","2","1","0","0","1","0","0"
"Cristhian Stuani","URU","FW","Girona","12.0","14","10","0","1","3","0","0","3","2","0","0","1","0","0"
"Álex Suárez","ESP","DF","Las Palmas","27.3","14","12","0","0","2","0","0","2","2","0","0","0","0","0"
"Denis Suárez","ESP","MF","Villarreal","6.8","28","20","6","0","2","0","0","3","3","0","0","0","0","0"
"Luka Sučić","CRO","MF","Real Sociedad","19.9","55","44","0","3","5","2","1","5","5","0","0","0","0","0"
"Suso","ESP","FW,MF","Sevilla","6.7","45","25","8","8","3","1","0","3","2","1","0","0","0","0"
"Williot Swedberg","SWE","FW,MF","Celta Vigo","15.0","36","24","0","3","8","1","0","8","6","0","1","1","0","0"
"Mamadou Sylla","SEN","FW,MF","Valladolid","17.6","22","16","0","1","1","4","0","5","2","0","1","0","2","0"
"Wojciech Szczęsny","POL","GK","Barcelona","15.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Sørloth","NOR","FW","Atlético Madrid","17.4","30","19","0","4","5","2","0","5","2","0","2","1","0","0"
"Renato Tapia","PER","MF,DF","Leganés","26.9","24","19","2","1","0","1","1","4","4","0","0","0","0","0"
"César Tárrega","ESP","DF","Valencia","33.6","10","9","0","0","1","0","0","0","0","0","0","0","0","0"
"Aurélien Tchouaméni","FRA","DF,MF","Real Madrid","29.9","34","33","1","0","0","0","0","0","0","0","0","0","0","0"
"Álvaro Tejero","ESP","MF,DF","Espanyol","13.8","55","28","23","1","1","1","1","9","4","3","1","1","0","0"
"Martín Tejón","ESP","MF,DF","Valencia","0.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nahuel Tenaglia","ARG","DF","Alavés","32.5","51","28","10","2","2","8","1","4","1","0","0","0","3","0"
"Marc-André ter Stegen","GER","GK","Barcelona","7.5","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Ramón Terrats","ESP","MF,FW","Villarreal","1.5","4","2","0","0","1","1","0","0","0","0","0","0","0","0"
"Ramón Terrats","ESP","MF,FW","Getafe","13.5","32","23","4","1","1","2","1","2","2","0","0","0","0","0"
"Raúl de Tomás","ESP","DF,FW","Rayo Vallecano","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Torre","ESP","MF,FW","Barcelona","3.4","18","14","2","0","0","1","1","3","3","0","0","0","0","0"
"David Torres","ESP","DF","Valladolid","15.4","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferrán Torres","ESP","FW,MF","Barcelona","12.3","38","26","2","4","2","3","1","7","6","0","1","0","0","0"
"Lucas Torró","ESP","MF","Osasuna","32.9","38","31","0","0","5","1","1","3","3","0","0","0","0","0"
"Hamari Traoré","MLI","DF","Real Sociedad","7.8","13","11","1","1","0","0","0","2","1","1","0","0","0","0"
"Óscar Trejo","ARG","MF","Rayo Vallecano","5.5","18","15","0","0","2","1","0","1","1","0","0","0","0","0"
"Viktor Tsyhankov","UKR","FW,MF","Girona","21.3","65","34","22","1","3","4","1","8","4","3","0","0","1","0"
"Beñat Turrientes","ESP","MF","Real Sociedad","10.5","12","10","1","1","0","0","0","0","0","0","0","0","0","0"
"Christantus Uche","NGA","FW,MF","Getafe","27.6","78","53","0","7","2","15","1","10","8","0","0","0","2","0"
"Naci Ünüvar","NED","MF,DF","Espanyol","0.3","2","1","0","0","0","1","0","0","0","0","0","0","0","0"
"Óscar Valentín","ESP","MF","Rayo Vallecano","20.4","44","40","0","1","0","3","0","3","3","0","0","0","0","0"
"Germán Valera","ESP","MF","Valencia","1.6","5","4","0","1","0","0","0","0","0","0","0","0","0","0"
"Martin Valjent","SVK","DF","Mallorca","30.7","26","20","0","2","3","1","0","3","3","0","0","0","0","0"
"Jesús Vallejo","ESP","DF","Real Madrid","1.5","3","3","0","0","0","0","0","1","1","0","0","0","0","0"
"Federico Valverde","URU","MF,DF","Real Madrid","33.7","87","81","1","1","4","0","0","13","12","0","0","1","0","0"
"Siebe Van Der Heyden","BEL","DF,MF","Mallorca","1.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Ruben Vargas","SUI","FW,MF","Sevilla","7.5","31","16","5","4","5","1","0","3","3","0","0","0","0","0"
"José Luis García Vayá","ESP","MF","Valencia","19.4","53","29","21","1","1","1","0","3","3","0","0","0","0","0"
"Jesus Vazquez","ESP","DF","Valencia","10.2","9","6","0","1","1","0","1","1","1","0","0","0","0","0"
"Lucas Vázquez","ESP","DF","Real Madrid","24.3","65","54","5","1","2","2","1","8","8","0","0","0","0","0"
"Alejo Véliz","ARG","FW","Espanyol","12.5","14","7","0","0","2","5","0","4","2","0","0","0","2","0"
"Mikel Vesga","ESP","MF","Athletic Club","11.0","21","19","0","0","2","0","0","1","0","0","0","1","0","0"
"Carlos Vicente","ESP","FW,MF","Alavés","34.4","107","53","38","3","6","5","2","9","6","1","1","1","0","0"
"Pau Victor","ESP","FW","Barcelona","3.5","13","11","0","1","0","1","0","2","1","0","0","0","1","0"
"Nacho Vidal","ESP","DF","Osasuna","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fran Vieites","ESP","GK","Betis","4.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sergio Viera","ESP","MF","Las Palmas","1.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Asier Villalibre","ESP","FW","Alavés","3.7","7","4","0","0","1","2","0","1","1","0","0","0","0","0"
"Iván Villar","ESP","GK","Celta Vigo","4.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Viti","ESP","DF","Las Palmas","22.0","29","23","3","2","0","1","0","3","3","0","0","0","0","0"
"Daniel Vivian","ESP","DF","Athletic Club","29.0","34","32","0","1","0","0","1","1","1","0","0","0","0","0"
"Krapyvtsov Vladyslav","UKR","GK","Girona","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iñaki Williams","GHA","FW","Athletic Club","29.5","80","61","1","6","7","3","2","14","10","0","3","1","0","0"
"Nico Williams","ESP","FW","Athletic Club","22.2","112","67","13","21","3","5","3","13","9","2","1","0","1","0"
"Axel Witsel","BEL","DF","Atlético Madrid","9.5","4","2","0","1","0","1","0","2","1","0","1","0","0","0"
"Lamine Yamal","ESP","FW","Barcelona","31.7","188","112","3","38","20","11","4","29","20","0","5","2","2","0"
"Daniel Yáñez","ESP","FW","Real Madrid","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bertuğ Yıldırım","TUR","FW","Getafe","12.0","21","13","0","1","2","4","1","1","0","0","0","0","1","0"
"Arsen Zakharyan","RUS","MF,FW","Real Sociedad","0.8","6","4","1","0","1","0","0","0","0","0","0","0","0","0"
"Bryan Zaragoza","ESP","FW,MF","Osasuna","20.4","71","41","11","13","1","5","0","9","6","1","1","1","0","0"
"Igor Zubeldia","ESP","DF","Real Sociedad","25.2","17","16","0","0","1","0","0","1","1","0","0","0","0","0"
"Martín Zubimendi","ESP","MF","Real Sociedad","32.9","46","38","0","4","1","1","2","6","5","0","0","0","1","0"
"James Abankwah","IRL","DF,MF","Udinese","1.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Saud Abdulhamid","KSA","DF","Roma","2.3","6","5","0","0","0","1","0","1","1","0","0","0","0","0"
"Oliver Abildgaard","DEN","MF","Como","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tammy Abraham","ENG","FW","Roma","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tammy Abraham","ENG","FW","Milan","13.1","33","28","0","0","4","1","0","9","7","0","0","1","1","0"
"Federico Accornero","ITA","MF","Genoa","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francesco Acerbi","ITA","DF","Inter","19.0","20","20","0","0","0","0","0","1","1","0","0","0","0","0"
"Che Adams","SCO","FW","Torino","29.5","63","49","1","0","8","5","0","5","4","0","0","1","0","0"
"Yacine Adli","FRA","MF","Fiorentina","13.5","50","35","10","2","2","1","0","10","6","2","1","1","0","0"
"Vasilije Adžić","MNE","MF,FW","Juventus","0.5","2","1","0","0","1","0","0","0","0","0","0","0","0","0"
"Michel Aebischer","SUI","MF","Bologna","8.0","18","15","2","0","0","0","1","0","0","0","0","0","0","0"
"Honest Ahanor","ITA","DF,MF","Genoa","3.0","5","3","0","0","0","1","1","0","0","0","0","0","0","0"
"Junior Ajayi","CIV","FW","Hellas Verona","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean-Daniel Akpa-Akpro","CIV","MF","Monza","10.7","12","8","0","1","1","1","1","1","0","0","0","0","0","1"
"David Akpan Ankeye","NGA","FW,MF","Genoa","0.5","1","0","0","0","0","1","0","1","0","0","0","0","1","0"
"Faride Alidou","GER","FW,MF","Hellas Verona","0.8","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"Dele Alli","ENG","MF","Como","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pontus Almqvist","SWE","FW,MF","Parma","12.4","26","15","0","5","3","3","0","2","2","0","0","0","0","0"
"Giorgio Altare","ITA","DF","Venezia","8.4","5","3","0","1","0","0","1","0","0","0","0","0","0","0"
"Sofyan Amrabat","MAR","MF","Fiorentina","2.0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Angeliño","ESP","DF","Roma","35.3","89","68","14","2","1","4","0","7","6","0","0","0","1","0"
"Lorenzo Anghelè","ITA","FW","Juventus","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Faustino Anjorin","ENG","MF","Empoli","12.4","32","24","1","3","1","2","1","5","4","0","0","0","0","1"
"Marko Arnautović","AUT","FW","Inter","5.9","15","15","0","0","0","0","0","2","2","0","0","0","0","0"
"Kristjan Asllani","ALB","MF","Inter","10.9","31","23","6","0","1","1","0","3","2","1","0","0","0","0"
"Arthur Atta","FRA","MF,FW","Udinese","13.9","46","40","2","1","2","1","0","2","0","0","0","2","0","0"
"Emil Audero","IDN","GK","Como","8.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommaso Augello","ITA","DF","Cagliari","30.1","73","48","21","3","1","0","0","11","10","1","0","0","0","0"
"Carlos Augusto","BRA","DF","Inter","18.1","24","18","1","0","1","2","2","3","2","0","0","1","0","0"
"Yann Aurel Bisseck","GER","DF","Inter","17.3","20","16","0","0","2","1","1","4","4","0","0","0","0","0"
"Paulo Azzi","BRA","DF","Cagliari","4.7","15","9","2","1","2","0","1","0","0","0","0","0","0","0"
"Oussama El Azzouzi","MAR","MF","Bologna","0.2","2","1","0","0","0","0","1","0","0","0","0","0","0","0"
"Jacopo Bacci","ITA","MF","Empoli","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Milan Badelj","CRO","MF","Genoa","16.4","26","20","0","0","4","2","0","1","0","0","0","1","0","0"
"Mitchel Bakker","NED","MF","Atalanta","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommaso Baldanzi","ITA","MF,FW","Roma","9.2","36","23","0","6","4","2","1","4","3","0","0","0","0","1"
"Keita Baldé","SEN","FW","Monza","7.1","21","14","0","2","3","2","0","0","0","0","0","0","0","0"
"Botond Balogh","HUN","DF","Parma","22.8","8","7","0","0","0","0","1","2","2","0","0","0","0","0"
"Mario Balotelli","ITA","FW,MF","Genoa","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lameck Banda","ZAM","FW,MF","Lecce","6.8","23","15","1","3","1","3","0","1","1","0","0","0","0","0"
"Daniel Bandeira","POR","MF","Hellas Verona","4.5","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"Mattia Bani","ITA","DF","Genoa","16.7","7","6","0","0","1","0","0","2","1","0","0","1","0","0"
"Antonín Barák","CZE","MF","Fiorentina","0.6","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Federico Barba","ITA","DF","Como","4.8","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicolò Barella","ITA","MF","Inter","27.3","112","89","7","5","5","4","2","15","14","0","1","0","0","0"
"Davide Bartesaghi","ITA","DF","Milan","1.3","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Federico Baschirotto","ITA","DF","Lecce","38.0","17","13","2","0","2","0","0","1","0","0","0","1","0","0"
"Daniele Baselli","ITA","MF","Como","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alessandro Bastoni","ITA","DF","Inter","25.9","71","61","4","0","1","3","2","11","9","1","0","0","1","0"
"Reda Belahyane","MAR","MF","Hellas Verona","18.4","41","34","0","3","1","1","2","3","2","0","0","0","0","1"
"Reda Belahyane","MAR","MF","Lazio","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raoul Bellanova","ITA","DF","Torino","1.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Raoul Bellanova","ITA","DF","Atalanta","26.7","56","45","8","2","0","1","0","11","10","1","0","0","0","0"
"Andrea Belotti","ITA","FW","Como","6.6","14","9","0","0","3","2","0","0","0","0","0","0","0","0"
"Lucas Beltrán","ARG","FW,MF","Fiorentina","20.7","63","55","1","1","2","2","2","9","8","0","0","0","1","0"
"Adrian Benedyczak","POL","FW,MF","Parma","2.4","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Ismaël Bennacer","ALG","MF","Milan","3.3","12","9","2","1","0","0","0","1","1","0","0","0","0","0"
"Medon Berisha","ALB","MF","Lecce","8.0","29","17","6","1","2","2","1","2","2","0","0","0","0","0"
"Adrian Bernabe","ESP","MF","Parma","16.1","58","45","6","1","2","4","0","4","4","0","0","0","0","0"
"Antoine Bernede","FRA","MF","Hellas Verona","6.6","22","16","2","1","1","0","2","1","0","0","1","0","0","0"
"Sam Beukema","NED","DF","Bologna","33.5","36","31","2","0","3","0","0","6","4","0","0","2","0","0"
"Alessandro Bianco","ITA","MF","Monza","28.9","38","33","1","0","4","0","0","0","0","0","0","0","0","0"
"Alessandro Bianco","ITA","MF","Fiorentina","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaka Bijol","SVN","DF","Udinese","32.9","30","26","1","0","3","0","0","1","0","0","0","1","0","0"
"Philip Billing","DEN","MF","Napoli","2.2","8","4","0","0","2","1","1","1","0","0","0","1","0","0"
"Cristiano Biraghi","ITA","DF","Torino","12.9","41","23","14","0","2","1","1","0","0","0","0","0","0","0"
"Cristiano Biraghi","ITA","DF","Fiorentina","4.8","8","3","5","0","0","0","0","0","0","0","0","0","0","0"
"Samuele Birindelli","ITA","DF,MF","Monza","16.3","35","30","2","0","2","1","0","2","1","0","0","1","0","0"
"Bjarki Bjarkason","ISL","DF,MF","Venezia","1.8","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Emil Bohinen","NOR","MF","Genoa","1.8","5","4","0","0","0","1","0","0","0","0","0","0","0","0"
