"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"Jacob Bruun Larsen","DEN","FW,MF","Hoffenheim","4.4","2","14","6","42.9","3.15","1.35","0.14","0.33","15.2","0","0","0"
"Jacob Bruun Larsen","DEN","MF,FW","Stuttgart","4.6","1","6","3","50.0","1.30","0.65","0.17","0.33","16.2","0","0","0"
"Emi Buendía","ARG","MF","Leverkusen","2.9","2","7","4","57.1","2.45","1.40","0.29","0.50","16.0","0","0","0"
"Marius Bülter","GER","FW,DF","Hoffenheim","19.2","7","37","15","40.5","1.93","0.78","0.19","0.47","16.2","0","0","0"
"Jonathan Burkardt","GER","FW","Mainz 05","23.4","18","70","28","40.0","2.99","1.19","0.23","0.57","13.6","0","2","2"
"Oliver Burke","SCO","FW","Werder Bremen","10.1","5","35","12","34.3","3.47","1.19","0.14","0.42","13.4","0","0","0"
"Marnon Busch","GER","DF,MF","Heidenheim","15.5","0","13","3","23.1","0.84","0.19","0.00","0.00","26.8","1","0","0"
"Anthony Caci","FRA","DF","Mainz 05","29.8","1","32","12","37.5","1.07","0.40","0.03","0.08","16.3","1","0","0"
"Cole Campbell","USA","MF,FW","Dortmund","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Emre Can","GER","DF,MF","Dortmund","23.4","3","7","1","14.3","0.30","0.04","0.14","1.00","23.1","0","2","2"
"Tiago Cardoso","LUX","GK","Gladbach","4.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Abdoulie Ceesay","GAM","FW","St. Pauli","0.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Julian Chabot","GER","DF","Stuttgart","25.2","3","19","3","15.8","0.75","0.12","0.16","1.00","12.0","0","0","0"
"El Chadaille Bitshiabu","FRA","DF","RB Leipzig","12.6","0","5","3","60.0","0.40","0.24","0.00","0.00","10.9","0","0","0"
"Fares Chaïbi","ALG","MF,FW","Eint Frankfurt","11.3","1","25","6","24.0","2.22","0.53","0.04","0.17","18.4","2","0","0"
"Timothy Chandler","USA","DF","Eint Frankfurt","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Anrie Chase","JPN","DF","Stuttgart","8.2","0","5","0","0.0","0.61","0.00","0.00","","17.6","0","0","0"
"Arthur Chaves","BRA","DF","Hoffenheim","24.3","1","10","2","20.0","0.41","0.08","0.10","0.50","12.6","0","0","0"
"Fabio Chiarodia","ITA","DF","Gladbach","4.2","1","4","1","25.0","0.95","0.24","0.25","1.00","8.6","0","0","0"
"Carney Chukwuemeka","ENG","MF","Dortmund","2.8","1","8","2","25.0","2.85","0.71","0.13","0.50","17.2","0","0","0"
"Alexis Claude-Maurice","FRA","MF,FW","Augsburg","23.4","9","59","22","37.3","2.52","0.94","0.15","0.41","20.5","1","0","0"
"Nnamdi Collins","GER","DF","Eint Frankfurt","16.5","1","5","2","40.0","0.30","0.12","0.20","0.50","15.1","0","0","0"
"Kingsley Coman","FRA","FW","Bayern Munich","14.2","5","44","17","38.6","3.09","1.19","0.11","0.29","16.7","0","0","0"
"Sirlord Conteh","GER","FW,MF","Heidenheim","9.9","1","13","5","38.5","1.31","0.50","0.08","0.20","15.0","0","0","0"
"Danny da Costa","GER","DF","Mainz 05","22.3","0","5","1","20.0","0.22","0.04","0.00","0.00","31.3","0","0","0"
"Yan Couto","BRA","DF,FW","Dortmund","9.9","0","6","2","33.3","0.60","0.20","0.00","0.00","21.3","0","0","0"
"Tomáš Čvančara","CZE","FW","Gladbach","9.2","2","24","9","37.5","2.60","0.97","0.08","0.22","13.9","0","0","0"
"Finn Dahmen","GER","GK","Augsburg","19.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Thomas Dähne","GER","GK","Holstein Kiel","9.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Mahmoud Dahoud","GER","MF","Eint Frankfurt","4.0","1","7","2","28.6","1.73","0.49","0.14","0.50","22.6","1","0","0"
"Ameen Al-Dakhil","BEL","DF","Stuttgart","4.8","0","1","0","0.0","0.21","0.00","0.00","","19.7","0","0","0"
"Bence Dárdai","HUN","MF","Wolfsburg","14.5","1","11","1","9.1","0.76","0.07","0.09","1.00","14.8","0","0","0"
"Lukas Daschner","GER","MF,FW","Bochum","4.6","1","8","4","50.0","1.75","0.87","0.13","0.25","15.8","0","0","1"
"Alphonso Davies","CAN","DF","Bayern Munich","17.3","1","17","3","17.6","0.98","0.17","0.06","0.33","18.3","0","0","0"
"Olivier Deman","BEL","DF","Werder Bremen","0.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Ermedin Demirović","BIH","FW","Stuttgart","20.6","15","64","27","42.2","3.11","1.31","0.23","0.56","11.3","0","0","2"
"Justin Diehl","GER","FW,DF","Stuttgart","1.2","1","7","1","14.3","6.06","0.87","0.14","1.00","15.8","0","0","0"
"Eric Dier","ENG","DF","Bayern Munich","16.3","2","9","5","55.6","0.55","0.31","0.22","0.40","6.3","0","0","0"
"Junior Dina Ebimbe","FRA","MF,FW","Eint Frankfurt","3.3","0","8","0","0.0","2.46","0.00","0.00","","16.5","0","0","0"
"Eren Dinkçi","GER","MF,FW","Freiburg","13.3","0","14","3","21.4","1.05","0.23","0.00","0.00","19.0","0","0","0"
"Ritsu Doan","JPN","FW,MF","Freiburg","31.8","10","61","21","34.4","1.92","0.66","0.16","0.48","16.7","1","0","0"
"Danilho Doekhi","NED","DF","Union Berlin","34.0","1","32","4","12.5","0.94","0.12","0.03","0.25","10.5","0","0","0"
"Niklas Dorsch","GER","MF","Augsburg","0.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Niklas Dorsch","GER","MF","Heidenheim","14.8","2","9","3","33.3","0.61","0.20","0.22","0.67","23.0","2","0","0"
"Patrick Drewes","GER","GK","Bochum","21.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Tim Drexler","GER","DF","Hoffenheim","4.0","0","2","2","100.0","0.50","0.50","0.00","0.00","27.5","0","0","0"
"Marvin Ducksch","GER","FW","Werder Bremen","26.9","8","70","27","38.6","2.61","1.00","0.10","0.26","17.3","8","1","2"
"Julien Duranville","BEL","FW,MF","Dortmund","3.1","0","5","2","40.0","1.59","0.64","0.00","0.00","17.7","0","0","0"
"Adam Dźwigała","POL","DF,MF","St. Pauli","4.1","0","6","0","0.0","1.45","0.00","0.00","","14.6","0","0","0"
"Johannes Eggestein","GER","FW","St. Pauli","20.6","3","34","10","29.4","1.65","0.49","0.06","0.20","15.7","0","1","2"
"Maximilian Eggestein","GER","MF","Freiburg","31.6","2","36","10","27.8","1.14","0.32","0.06","0.20","19.4","0","0","0"
"Hugo Ekitike","FRA","FW","Eint Frankfurt","28.5","15","114","44","38.6","4.00","1.55","0.12","0.32","15.3","1","1","3"
"Elif Elmas","MKD","MF","RB Leipzig","0.5","0","2","0","0.0","4.09","0.00","0.00","","10.9","0","0","0"
"Nico Elvedi","SUI","DF","Gladbach","23.7","1","12","3","25.0","0.51","0.13","0.08","0.33","8.3","0","0","0"
"Arne Engels","BEL","MF,FW","Augsburg","0.9","0","3","1","33.3","3.42","1.14","0.00","0.00","13.1","0","0","0"
"Patrick Erras","GER","DF","Holstein Kiel","9.2","1","8","1","12.5","0.87","0.11","0.13","1.00","10.0","0","0","0"
"Samuel Essende","COD","FW","Augsburg","18.2","7","44","13","29.5","2.42","0.72","0.16","0.54","13.9","0","0","0"
"Frank Feller","GER","GK","Heidenheim","1.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Kilian Fischer","GER","DF","Wolfsburg","25.5","1","6","1","16.7","0.24","0.04","0.17","1.00","20.5","0","0","0"
"Jonas Föhrenbach","GER","DF","Heidenheim","20.4","0","8","1","12.5","0.39","0.05","0.00","0.00","21.8","0","0","0"
"Marco Friedl","AUT","DF","Werder Bremen","24.0","0","4","3","75.0","0.17","0.12","0.00","0.00","14.1","0","0","0"
"Marvin Friedrich","GER","DF","Gladbach","11.0","0","7","2","28.6","0.64","0.18","0.00","0.00","9.9","0","0","0"
"Jeremie Frimpong","NED","DF,MF","Leverkusen","25.7","5","34","16","47.1","1.32","0.62","0.15","0.31","14.6","0","0","0"
"Chris Führich","GER","MF,FW","Stuttgart","22.0","2","36","12","33.3","1.64","0.55","0.06","0.17","17.3","2","0","0"
"Shiō Fukuda","JPN","FW","Gladbach","0.7","1","3","1","33.3","4.50","1.50","0.33","1.00","14.1","0","0","0"
"Cristian Gamboa","CRC","DF","Bochum","2.5","1","4","1","25.0","1.59","0.40","0.25","1.00","21.7","0","0","0"
"Aleix García","ESP","MF","Leverkusen","16.2","3","15","5","33.3","0.93","0.31","0.20","0.60","22.5","2","0","0"
"Viggo Gebel","GER","MF","RB Leipzig","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Lutsharel Geertruida","NED","DF","RB Leipzig","17.3","1","8","1","12.5","0.46","0.06","0.13","1.00","15.2","0","0","0"
"Dennis Geiger","GER","MF,FW","Hoffenheim","8.2","0","5","1","20.0","0.61","0.12","0.00","0.00","24.2","1","0","0"
"Valentin Gendrey","FRA","DF","Hoffenheim","15.7","1","10","5","50.0","0.64","0.32","0.10","0.20","19.1","0","0","0"
"Yannick Gerhardt","GER","MF,DF","Wolfsburg","16.9","1","15","4","26.7","0.89","0.24","0.07","0.25","15.0","0","0","0"
"Max Geschwill","GER","DF","Holstein Kiel","14.2","1","9","2","22.2","0.63","0.14","0.11","0.50","12.8","0","0","0"
"Dimitris Giannoulis","GRE","DF","Augsburg","29.4","1","13","4","30.8","0.44","0.14","0.08","0.25","16.4","0","0","0"
"Armin Gigovic","BIH","MF","Holstein Kiel","21.1","5","26","10","38.5","1.23","0.47","0.19","0.50","19.0","1","0","0"
"Benedikt Gimber","GER","DF","Heidenheim","29.7","0","14","1","7.1","0.47","0.03","0.00","0.00","15.1","0","0","0"
"Matthias Ginter","GER","DF","Freiburg","28.5","2","24","4","16.7","0.84","0.14","0.08","0.50","11.1","0","0","0"
"Jamie Gittens","ENG","FW,MF","Dortmund","19.7","8","52","24","46.2","2.64","1.22","0.15","0.33","17.1","0","0","0"
"Serge Gnabry","GER","FW,MF","Bayern Munich","13.8","7","48","17","35.4","3.48","1.23","0.15","0.41","15.7","0","0","1"
"Tidiam Gomis","FRA","MF,FW","RB Leipzig","1.7","0","5","1","20.0","2.96","0.59","0.00","0.00","16.9","0","0","0"
"Leon Goretzka","GER","MF,DF","Bayern Munich","14.7","4","32","11","34.4","2.17","0.75","0.13","0.36","20.2","0","0","0"
"Robin Gosens","GER","DF","Union Berlin","1.0","0","1","0","0.0","1.00","0.00","0.00","","23.6","0","0","0"
"Mario Götze","GER","MF,FW","Eint Frankfurt","17.1","3","8","5","62.5","0.47","0.29","0.38","0.60","10.1","0","0","0"
"Jeffrey Gouweleeuw","NED","DF","Augsburg","32.7","1","17","4","23.5","0.52","0.12","0.06","0.25","19.8","0","0","1"
"Kamil Grabara","POL","GK","Wolfsburg","28.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Michael Gregoritsch","AUT","FW","Freiburg","7.1","2","16","6","37.5","2.25","0.85","0.13","0.33","13.9","2","0","0"
"Vincenzo Grifo","ITA","FW,MF","Freiburg","27.0","8","63","26","41.3","2.33","0.96","0.13","0.31","20.8","10","0","3"
"Florian Grillitsch","AUT","MF","Hoffenheim","6.7","0","6","1","16.7","0.90","0.15","0.00","0.00","24.1","0","0","0"
"Álex Grimaldo","ESP","DF","Leverkusen","29.3","2","44","13","29.5","1.50","0.44","0.05","0.15","21.8","8","0","0"
"Pascal Groß","GER","MF,DF","Dortmund","25.9","0","27","7","25.9","1.04","0.27","0.00","0.00","17.5","1","0","0"
"Marco Grüll","AUT","FW,MF","Werder Bremen","13.1","6","25","10","40.0","1.91","0.76","0.24","0.60","15.9","1","0","0"
"Raphaël Guerreiro","POR","DF,MF","Bayern Munich","17.5","4","21","11","52.4","1.20","0.63","0.19","0.36","16.2","0","0","0"
"Morgan Guilavogui","GUI","FW,MF","St. Pauli","20.1","6","41","15","36.6","2.04","0.75","0.15","0.40","13.6","0","0","0"
"Serhou Guirassy","GUI","FW","Dortmund","28.9","21","86","33","38.4","2.98","1.14","0.21","0.55","12.1","1","3","4"
"Péter Gulácsi","HUN","GK","RB Leipzig","29.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Robert Gumny","POL","DF","Augsburg","3.0","0","4","2","50.0","1.33","0.66","0.00","0.00","11.9","0","0","0"
"Christian Günter","GER","DF","Freiburg","25.7","2","21","6","28.6","0.82","0.23","0.10","0.33","22.4","1","0","0"
"Janik Haberer","GER","MF,DF","Union Berlin","18.8","0","15","3","20.0","0.80","0.16","0.00","0.00","20.4","0","0","0"
"Robin Hack","GER","FW,MF","Gladbach","24.1","4","59","24","40.7","2.44","0.99","0.07","0.17","19.9","0","0","0"
"Amadou Haidara","MLI","MF","RB Leipzig","14.7","0","18","1","5.6","1.23","0.07","0.00","0.00","18.6","0","0","0"
"Andreas Hanche-Olsen","NOR","DF","Mainz 05","14.3","1","12","2","16.7","0.84","0.14","0.08","0.50","11.8","0","0","0"
"Phil Harres","GER","FW","Holstein Kiel","17.2","8","37","17","45.9","2.16","0.99","0.22","0.47","12.7","0","0","0"
"Ramon Hendriks","NED","DF","Stuttgart","12.8","0","5","1","20.0","0.39","0.08","0.00","0.00","11.1","0","0","0"
"Paul Hennrich","GER","MF","Hoffenheim","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Benjamin Henrichs","GER","DF","RB Leipzig","10.4","0","11","1","9.1","1.06","0.10","0.00","0.00","22.1","1","0","0"
"Mario Hermoso","ESP","DF","Leverkusen","3.3","0","4","0","0.0","1.23","0.00","0.00","","9.8","0","0","0"
"Piero Hincapié","ECU","DF","Leverkusen","29.7","2","22","3","13.6","0.74","0.10","0.09","0.67","13.4","0","0","0"
"Adam Hložek","CZE","FW,MF","Hoffenheim","20.8","8","59","24","40.7","2.84","1.15","0.14","0.33","17.3","1","0","0"
"Nicolas Höfler","GER","MF","Freiburg","8.8","0","4","0","0.0","0.45","0.00","0.00","","18.5","0","0","0"
"Jonas Hofmann","GER","MF,DF","Leverkusen","4.0","2","9","5","55.6","2.28","1.26","0.22","0.40","18.0","0","0","0"
"Philipp Hofmann","GER","FW","Bochum","25.3","3","54","19","35.2","2.13","0.75","0.06","0.16","14.0","0","0","0"
"Lucas Höler","GER","FW,MF","Freiburg","20.7","6","34","17","50.0","1.64","0.82","0.18","0.35","10.8","0","0","1"
"Benedict Hollerbach","GER","FW,MF","Union Berlin","28.2","9","76","24","31.6","2.69","0.85","0.12","0.38","16.1","0","0","0"
"Lewis Holtby","GER","MF","Holstein Kiel","13.8","0","7","0","0.0","0.51","0.00","0.00","","25.3","2","0","0"
"Gerrit Holtmann","PHI","DF,FW","Bochum","12.6","2","31","8","25.8","2.46","0.63","0.06","0.25","21.4","0","0","0"
"Franck Honorat","FRA","FW","Gladbach","16.0","4","31","9","29.0","1.94","0.56","0.13","0.44","15.2","0","0","0"
"Mathias Honsak","AUT","FW,DF","Heidenheim","13.1","5","29","10","34.5","2.21","0.76","0.17","0.50","17.1","1","0","0"
"Timo Horn","GER","GK","Bochum","13.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Lukáš Hrádecký","FIN","GK","Leverkusen","29.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Robin Hranáč","CZE","DF","Hoffenheim","2.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Hong Hyunseok","KOR","MF","Mainz 05","5.9","0","5","2","40.0","0.85","0.34","0.00","0.00","10.5","0","0","0"
"Oscar Højlund","DEN","MF","Eint Frankfurt","8.0","1","6","2","33.3","0.75","0.25","0.17","0.50","17.5","0","0","0"
"Arijon Ibrahimović","GER","FW","Bayern Munich","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Andrej Ilic","SRB","FW","Union Berlin","10.4","7","27","11","40.7","2.59","1.06","0.22","0.55","12.1","0","1","1"
"Jackson Irvine","AUS","MF","St. Pauli","29.0","0","41","12","29.3","1.41","0.41","0.00","0.00","11.6","0","0","0"
"Ko Itakura","JPN","DF","Gladbach","31.0","3","21","7","33.3","0.68","0.23","0.14","0.43","13.4","0","0","0"
"Hiroki Ito","JPN","DF","Bayern Munich","2.8","1","1","1","100.0","0.36","0.36","1.00","1.00","5.2","0","0","0"
"Marko Ivezić","SRB","DF","Holstein Kiel","18.4","0","7","0","0.0","0.38","0.00","0.00","","13.4","0","0","0"
"Lee Jae-sung","KOR","MF","Mainz 05","29.4","7","40","15","37.5","1.36","0.51","0.18","0.47","10.8","0","0","0"
"Kristijan Jakić","CRO","MF","Augsburg","25.6","0","18","4","22.2","0.70","0.16","0.00","0.00","20.7","0","0","0"
"Luca Jaquez","SUI","DF","Stuttgart","2.8","0","1","0","0.0","0.36","0.00","0.00","","5.9","0","0","0"
"Dominik Javorček","SVK","DF,MF","Holstein Kiel","4.3","0","1","0","0.0","0.23","0.00","0.00","","22.5","0","0","0"
"Finn Jeltsch","GER","DF","Stuttgart","8.7","0","2","0","0.0","0.23","0.00","0.00","","25.2","0","0","0"
"Fredrik Jensen","FIN","MF","Augsburg","8.5","0","11","0","0.0","1.30","0.00","0.00","","18.4","0","0","0"
"Moritz Jenz","GER","DF","Mainz 05","17.8","0","10","4","40.0","0.56","0.23","0.00","0.00","9.0","0","0","0"
"Carl Johansson","SWE","DF","Holstein Kiel","6.3","0","1","1","100.0","0.16","0.16","0.00","0.00","10.8","0","0","0"
"Anthony Jung","GER","DF","Werder Bremen","21.1","0","1","0","0.0","0.05","0.00","0.00","","29.2","0","0","0"
"Josip Juranović","CRO","DF,MF","Union Berlin","12.9","0","6","2","33.3","0.47","0.16","0.00","0.00","24.8","1","0","0"
"David Jurásek","CZE","DF","Hoffenheim","6.9","0","5","2","40.0","0.73","0.29","0.00","0.00","27.0","0","0","0"
"Yusuf Kabadayı","GER","FW,MF","Augsburg","0.8","1","4","1","25.0","5.07","1.27","0.25","1.00","19.7","0","0","0"
"Almugera Kabar","GER","DF","Dortmund","1.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Issa Kaboré","BFA","DF,FW","Werder Bremen","3.4","0","7","0","0.0","2.05","0.00","0.00","","13.4","0","0","0"
"Pavel Kadeřábek","CZE","DF","Hoffenheim","17.5","2","14","3","21.4","0.80","0.17","0.14","0.67","14.8","0","0","0"
"Jakub Kamiński","POL","DF,MF","Wolfsburg","12.6","0","15","3","20.0","1.19","0.24","0.00","0.00","17.2","0","0","0"
"Kevin Kampl","SVN","MF","RB Leipzig","17.7","1","7","2","28.6","0.40","0.11","0.14","0.50","18.0","0","0","0"
"Harry Kane","ENG","FW","Bayern Munich","26.5","26","105","45","42.9","3.97","1.70","0.16","0.38","16.3","6","9","9"
"Atakan Karazor",NA,"MF","Stuttgart","29.1","2","14","7","50.0","0.48","0.24","0.14","0.29","15.1","0","0","0"
"Mikkel Kaufmann","DEN","FW","Heidenheim","4.1","0","3","3","100.0","0.73","0.73","0.00","0.00","14.6","0","0","0"
"Yannik Keitel","GER","MF","Stuttgart","3.0","0","5","2","40.0","1.67","0.67","0.00","0.00","20.3","0","0","0"
"Andu Kelati","GER","MF,DF","Holstein Kiel","3.2","1","6","3","50.0","1.87","0.94","0.17","0.33","13.3","0","0","0"
"Thomas Keller","GER","DF,MF","Heidenheim","1.6","0","1","0","0.0","0.61","0.00","0.00","","31.8","0","0","0"
"Aljoscha Kemlein","GER","MF","Union Berlin","10.2","1","11","3","27.3","1.07","0.29","0.09","0.33","17.4","1","0","0"
"Luca Kerber","GER","MF,DF","Heidenheim","8.7","2","7","5","71.4","0.80","0.57","0.29","0.40","12.0","0","0","0"
"Rani Khedira","GER","MF","Union Berlin","30.3","1","14","1","7.1","0.46","0.03","0.07","1.00","18.7","0","0","0"
"Joshua Kimmich","GER","MF","Bayern Munich","31.6","3","34","10","29.4","1.07","0.32","0.09","0.30","23.9","4","0","0"
"Tim Kleindienst","GER","FW","Gladbach","30.4","16","73","36","49.3","2.40","1.18","0.21","0.42","12.9","0","1","2"
"Lukas Klostermann","GER","DF","RB Leipzig","20.4","1","4","2","50.0","0.20","0.10","0.25","0.50","14.5","0","0","0"
"Ansgar Knauff","GER","MF,DF","Eint Frankfurt","17.7","4","30","9","30.0","1.69","0.51","0.13","0.44","15.1","0","0","0"
"Magnus Knudsen","NOR","MF","Holstein Kiel","20.6","0","12","4","33.3","0.58","0.19","0.00","0.00","26.1","0","0","0"
"Gregor Kobel","SUI","GK","Dortmund","32.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Robin Koch","GER","DF","Eint Frankfurt","28.7","3","15","6","40.0","0.52","0.21","0.20","0.50","17.6","2","0","0"
"Derrick Köhn","GER","DF,FW","Werder Bremen","14.9","2","13","4","30.8","0.87","0.27","0.15","0.50","15.7","0","0","0"
"Dominik Kohr","GER","DF,MF","Mainz 05","25.5","2","13","5","38.5","0.51","0.20","0.15","0.40","19.6","0","0","0"
"Marco Komenda","CRO","DF","Holstein Kiel","14.5","0","3","0","0.0","0.21","0.00","0.00","","20.4","0","0","0"
"Mert Kömür","GER","MF","Augsburg","7.3","2","13","7","53.8","1.79","0.96","0.15","0.29","21.5","1","0","0"
"Kacper Koscierski","GER","DF","Bochum","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Henri Koudossou","GER","DF","Augsburg","8.3","0","2","0","0.0","0.24","0.00","0.00","","19.5","0","0","0"
"Konstantinos Koulierakis","GRE","DF","Wolfsburg","27.4","0","22","3","13.6","0.80","0.11","0.00","0.00","16.4","0","0","0"
"Matej Kovar","CZE","GK","Leverkusen","5.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Andrej Kramarić","CRO","MF,FW","Hoffenheim","30.7","11","66","23","34.8","2.15","0.75","0.12","0.35","15.8","2","3","3"
"Frans Krätzig","GER","DF,MF","Heidenheim","13.5","1","9","3","33.3","0.67","0.22","0.11","0.33","17.4","0","0","0"
"Frans Krätzig","GER","DF","Stuttgart","0.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Tom Krauß","GER","MF","Bochum","12.0","0","11","2","18.2","0.92","0.17","0.00","0.00","24.1","0","0","0"
"Rasmus Kristensen","DEN","DF","Eint Frankfurt","27.9","5","24","8","33.3","0.86","0.29","0.21","0.63","13.7","0","0","0"
"Lukas Kübler","GER","DF","Freiburg","20.5","5","18","10","55.6","0.88","0.49","0.28","0.50","15.9","0","0","0"
"Jonah Kusi-Asare","SWE","FW","Bayern Munich","0.0","0","1","0","0.0","30.00","0.00","0.00","","14.8","0","0","0"
"Moritz-Broni Kwarteng","GHA","MF,FW","Bochum","1.9","0","6","1","16.7","3.14","0.52","0.00","0.00","25.5","0","0","0"
"Nediljko Labrović","CRO","GK","Augsburg","15.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Konrad Laimer","AUT","DF","Bayern Munich","18.9","2","18","6","33.3","0.95","0.32","0.11","0.33","17.1","0","0","0"
"Stefan Lainer","AUT","DF","Gladbach","8.4","1","4","1","25.0","0.48","0.12","0.25","1.00","14.9","0","0","0"
"Hugo Larsson","SWE","MF","Eint Frankfurt","26.6","3","21","10","47.6","0.79","0.38","0.14","0.30","16.4","0","0","0"
"Diogo Leite","POR","DF","Union Berlin","28.3","1","18","8","44.4","0.64","0.28","0.06","0.13","13.8","0","0","0"
