"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"Arkaitz Mariezkurrena","ESP","FW,MF","Real Sociedad","2.7","2","10","5","50.0","3.73","1.87","0.20","0.40","16.9","0","0","0"
"Pablo Marín","ESP","MF","Real Sociedad","13.8","1","21","7","33.3","1.53","0.51","0.05","0.14","18.5","0","0","0"
"Mika Mármol","ESP","DF","Las Palmas","26.7","0","10","0","0.0","0.38","0.00","0.00","","15.9","0","0","0"
"Mario Maroto","ESP","MF","Valladolid","0.7","0","1","0","0.0","1.41","0.00","0.00","","28.1","0","0","0"
"Unai Marrero","ESP","GK","Real Sociedad","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Carlos Martín","ESP","FW,MF","Alavés","14.8","2","26","12","46.2","1.76","0.81","0.08","0.17","17.0","0","0","0"
"Diego Martín","ESP","FW","Las Palmas","0.4","0","1","0","0.0","2.25","0.00","0.00","","28.9","0","0","0"
"Gerard Martín","ESP","DF","Barcelona","11.5","1","7","2","28.6","0.61","0.17","0.14","0.50","16.6","0","0","0"
"Iván Martín","ESP","MF","Girona","22.7","1","11","3","27.3","0.49","0.13","0.09","0.33","19.1","0","0","0"
"Jon Martin","ESP","DF","Real Sociedad","10.0","0","9","1","11.1","0.90","0.10","0.00","0.00","10.2","0","0","0"
"Mario Martín","ESP","MF","Valladolid","19.4","0","28","13","46.4","1.44","0.67","0.00","0.00","21.4","0","0","0"
"Arnau Martinez","ESP","DF,MF","Girona","29.2","2","19","6","31.6","0.65","0.21","0.11","0.33","15.4","0","0","0"
"Iñigo Martínez","ESP","DF","Barcelona","27.7","0","13","2","15.4","0.47","0.07","0.00","0.00","13.5","0","0","0"
"Javi Martínez","ESP","MF","Osasuna","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Ramón Martínez","ESP","DF","Sevilla","2.9","1","4","3","75.0","1.38","1.03","0.25","0.33","11.8","0","0","0"
"Toni Martínez","ESP","FW","Alavés","11.2","4","46","15","32.6","4.09","1.33","0.09","0.27","17.1","0","0","0"
"Javi Martón","ESP","FW,MF","Athletic Club","0.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Marvin","ESP","DF,FW","Las Palmas","11.5","0","5","0","0.0","0.43","0.00","0.00","","13.7","0","0","0"
"Omar Mascarell","EQG","MF","Mallorca","22.1","1","9","2","22.2","0.41","0.09","0.11","0.50","16.8","0","0","0"
"Jaime Mata","ESP","FW,MF","Las Palmas","7.3","0","17","6","35.3","2.33","0.82","0.00","0.00","11.3","0","0","0"
"Borja Mayoral","ESP","FW","Getafe","12.4","5","19","8","42.1","1.54","0.65","0.21","0.50","13.9","0","1","1"
"Kylian Mbappé","FRA","FW","Real Madrid","32.3","31","152","75","49.3","4.71","2.32","0.16","0.32","17.3","3","7","9"
"Oliver McBurnie","SCO","FW","Las Palmas","20.4","3","32","12","37.5","1.57","0.59","0.09","0.25","12.3","0","0","0"
"Scott McKenna","SCO","DF","Las Palmas","27.4","0","10","0","0.0","0.36","0.00","0.00","","12.5","0","0","0"
"Mateo Mejía","ESP","FW","Sevilla","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Arthur Melo","BRA","MF","Girona","10.5","0","6","1","16.7","0.57","0.10","0.00","0.00","26.0","1","0","0"
"Brais Méndez","ESP","MF","Real Sociedad","17.0","3","28","9","32.1","1.65","0.53","0.11","0.33","18.0","4","0","0"
"Ferland Mendy","FRA","DF","Real Madrid","11.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Nobel Mendy","FRA","DF","Betis","1.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Víctor Meseguer","ESP","MF","Valladolid","4.6","0","6","0","0.0","1.29","0.00","0.00","","19.6","0","0","0"
"Miguel","ESP","FW","Leganés","19.2","1","33","14","42.4","1.72","0.73","0.00","0.00","15.5","0","1","2"
"Éder Militão","BRA","DF","Real Madrid","10.4","1","10","3","30.0","0.96","0.29","0.10","0.33","17.3","0","0","0"
"Luis Milla","ESP","MF","Getafe","31.9","1","31","7","22.6","0.97","0.22","0.00","0.00","25.3","4","1","1"
"Pere Milla","ESP","MF,FW","Espanyol","5.1","3","11","5","45.5","2.17","0.99","0.27","0.60","15.7","1","0","0"
"Óscar Mingueza","ESP","MF,DF","Celta Vigo","30.3","4","33","10","30.3","1.09","0.33","0.12","0.40","23.3","8","0","0"
"Kim Minsu","KOR","MF,FW","Girona","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Bojan Miovski","MKD","FW","Girona","9.7","2","14","4","28.6","1.45","0.41","0.14","0.50","12.3","0","0","0"
"Rafa Mir","ESP","FW,MF","Valencia","8.4","1","27","7","25.9","3.23","0.84","0.04","0.14","16.5","0","0","0"
"Luka Modrić","CRO","MF","Real Madrid","20.3","2","22","6","27.3","1.08","0.30","0.09","0.33","23.1","1","0","0"
"Johan Mojica","COL","DF","Mallorca","30.6","1","17","3","17.6","0.56","0.10","0.06","0.33","24.2","4","0","0"
"Alberto Moleiro","ESP","FW,MF","Las Palmas","30.2","6","68","24","35.3","2.25","0.80","0.09","0.25","19.0","0","0","0"
"Nahuel Molina","ARG","DF","Atlético Madrid","17.7","0","9","1","11.1","0.51","0.06","0.00","0.00","19.4","0","0","0"
"Jon Moncayola","ESP","MF","Osasuna","23.3","0","21","9","42.9","0.90","0.39","0.00","0.00","17.9","0","0","0"
"Gonzalo Montiel","ARG","DF,MF","Sevilla","1.3","0","1","0","0.0","0.80","0.00","0.00","","14.7","0","0","0"
"Gerard Moreno","ESP","FW","Villarreal","8.0","3","23","9","39.1","2.87","1.12","0.00","0.00","18.2","0","3","3"
"Xavier Moreno","ESP","FW","Valladolid","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Mateu Morey","ESP","DF","Mallorca","8.2","0","3","1","33.3","0.36","0.12","0.00","0.00","19.9","0","0","0"
"Ilaix Moriba","GUI","MF","Celta Vigo","23.7","1","34","11","32.4","1.44","0.46","0.03","0.09","23.7","0","0","0"
"Manu Morlanes","ESP","MF","Mallorca","14.9","0","11","1","9.1","0.74","0.07","0.00","0.00","22.2","0","0","0"
"Raúl Moro","ESP","MF,FW","Valladolid","26.0","4","46","16","34.8","1.77","0.62","0.09","0.25","17.8","0","0","0"
"Cristhian Mosquera","ESP","DF","Valencia","36.9","1","5","2","40.0","0.14","0.05","0.20","0.50","10.5","0","0","0"
"Santiago Mouriño","URU","DF","Alavés","20.5","0","13","3","23.1","0.63","0.15","0.00","0.00","15.5","0","0","0"
"Abdul Mumin","GHA","DF","Rayo Vallecano","22.4","2","10","3","30.0","0.45","0.13","0.20","0.67","12.9","0","0","0"
"Aihen Muñoz","ESP","DF","Real Sociedad","12.2","0","6","0","0.0","0.49","0.00","0.00","","30.0","0","0","0"
"Álex Muñoz","ESP","DF","Las Palmas","15.7","3","9","5","55.6","0.57","0.32","0.33","0.60","14.5","0","0","0"
"Iker Muñoz","ESP","MF","Osasuna","6.8","0","11","0","0.0","1.62","0.00","0.00","","23.8","0","0","0"
"Javier Muñoz","ESP","MF,DF","Las Palmas","28.8","1","25","6","24.0","0.87","0.21","0.04","0.17","21.8","0","0","0"
"Víctor Muñoz","ESP","FW,DF","Real Madrid","0.4","0","1","0","0.0","2.50","0.00","0.00","","15.3","0","0","0"
"Vedat Muriqi","KVX","FW","Mallorca","22.9","7","52","16","30.8","2.27","0.70","0.10","0.31","12.3","0","2","3"
"Juan Musso","ARG","GK","Atlético Madrid","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Matija Nastasić","SRB","DF","Leganés","23.4","1","2","1","50.0","0.09","0.04","0.50","1.00","11.7","0","0","0"
"Natan","BRA","DF","Betis","24.2","1","9","4","44.4","0.37","0.17","0.11","0.25","13.9","0","0","0"
"Pau Navarro","ESP","DF","Villarreal","10.2","0","1","0","0.0","0.10","0.00","0.00","","30.4","0","0","0"
"Roberto Navarro","ESP","MF,FW","Mallorca","14.2","1","18","6","33.3","1.27","0.42","0.06","0.17","16.2","0","0","0"
"Jesús Navas","ESP","FW,MF","Sevilla","4.7","1","3","2","66.7","0.64","0.42","0.33","0.50","14.9","0","0","0"
"Yvan Neyou","CMR","MF","Leganés","25.7","1","16","3","18.8","0.62","0.12","0.06","0.33","25.8","0","0","0"
"Tanguy Nianzou","FRA","DF","Sevilla","5.8","0","2","0","0.0","0.35","0.00","0.00","","8.9","0","0","0"
"Saúl Ñíguez","ESP","MF","Sevilla","17.3","1","42","9","21.4","2.43","0.52","0.02","0.11","19.2","2","0","0"
"Tamás Nikitscher","HUN","MF,DF","Valladolid","9.5","0","2","1","50.0","0.21","0.10","0.00","0.00","20.3","0","0","0"
"Adrian Niño","ESP","FW","Atlético Madrid","0.1","0","2","0","0.0","15.00","0.00","0.00","","13.9","0","0","0"
"Hugo Novoa","ESP","DF,MF","Alavés","2.6","0","1","0","0.0","0.38","0.00","0.00","","9.7","0","0","0"
"Randy Nteka","ANG","FW","Rayo Vallecano","12.5","3","16","8","50.0","1.28","0.64","0.19","0.38","13.6","0","0","0"
"Unai Núñez","ESP","DF","Athletic Club","7.2","0","1","0","0.0","0.14","0.00","0.00","","3.3","0","0","0"
"Ørjan Nyland","NOR","GK","Sevilla","29.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Allan Nyom","CMR","DF,MF","Getafe","9.9","1","9","4","44.4","0.91","0.41","0.11","0.25","16.4","0","0","0"
"Jan Oblak","SVN","GK","Atlético Madrid","36.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Lucas Ocampos","ARG","FW","Sevilla","1.9","0","4","2","50.0","2.06","1.03","0.00","0.00","24.4","0","0","0"
"Álvaro Odriozola","ESP","DF","Real Sociedad","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Thiago Ojeda","ARG","MF","Villarreal","0.1","0","1","0","0.0","11.25","0.00","0.00","","31.3","0","0","0"
"Aingeru Olabarrieta","ESP","FW","Athletic Club","0.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Olasagasti","ESP","MF","Real Sociedad","9.5","1","13","2","15.4","1.37","0.21","0.08","0.50","18.5","0","0","0"
"Brian Oliván","ESP","DF","Espanyol","11.3","0","6","1","16.7","0.53","0.09","0.00","0.00","23.8","2","0","0"
"Lucas Oliveira Rosa","BRA","DF","Valladolid","21.0","0","8","3","37.5","0.38","0.14","0.00","0.00","18.3","0","0","0"
"Dani Olmo","ESP","MF,FW","Barcelona","13.5","10","40","15","37.5","2.97","1.11","0.20","0.53","18.1","1","2","2"
"Aimar Oroz","ESP","MF","Osasuna","33.0","5","47","15","31.9","1.43","0.46","0.09","0.27","19.7","3","1","1"
"Ángel Ortíz","ESP","DF","Betis","3.9","0","2","0","0.0","0.51","0.00","0.00","","23.0","0","0","0"
"Gabriel Osei Misehouy","NED","FW,MF","Girona","2.9","1","6","2","33.3","2.10","0.70","0.17","0.50","17.2","0","0","0"
"David Otorbi","ESP","MF","Valencia","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Jesús Owono","EQG","GK","Alavés","5.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Mikel Oyarzabal","ESP","FW","Real Sociedad","25.0","9","39","13","33.3","1.56","0.52","0.13","0.38","13.4","0","4","4"
"Cenk Özkacar","TUR","DF","Valladolid","8.4","0","2","0","0.0","0.24","0.00","0.00","","13.2","0","0","0"
"Jon Pacheco","ESP","DF","Real Sociedad","9.5","0","1","0","0.0","0.11","0.00","0.00","","8.7","0","0","0"
"Alex Padilla","ESP","GK","Athletic Club","3.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Isaac Palazón Camacho","ESP","MF,FW","Rayo Vallecano","24.0","4","61","18","29.5","2.54","0.75","0.07","0.22","22.3","1","0","0"
"Aitor Paredes","ESP","DF","Athletic Club","20.1","3","6","3","50.0","0.30","0.15","0.50","1.00","4.7","0","0","0"
"Daniel Parejo","ESP","MF","Villarreal","25.3","3","12","2","16.7","0.48","0.08","0.17","1.00","22.8","0","1","2"
"Iago Parente","ESP","DF","Valladolid","0.8","0","0","0","","0.00","0.00","","","","0","0","0"
"Álvaro Pascual","ESP","FW","Sevilla","4.5","1","11","4","36.4","2.43","0.88","0.09","0.25","11.6","0","0","0"
"Alfonso Pedraza","ESP","DF,MF","Villarreal","5.1","0","5","2","40.0","0.98","0.39","0.00","0.00","13.9","0","0","0"
"Pedri","ESP","MF","Barcelona","32.0","4","25","11","44.0","0.78","0.34","0.16","0.36","19.6","0","0","0"
"Adrià Pedrosa","ESP","DF","Sevilla","25.5","1","24","7","29.2","0.94","0.27","0.04","0.14","24.5","0","0","0"
"Pejiño","ESP","FW","Las Palmas","0.2","0","1","0","0.0","5.63","0.00","0.00","","24.6","0","0","0"
"Andy Pelmard","FRA","DF","Las Palmas","2.3","0","1","0","0.0","0.44","0.00","0.00","","28.9","0","0","0"
"Iñaki Peña","ESP","GK","Barcelona","15.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Rubén Peña","ESP","FW,DF","Osasuna","8.6","0","10","3","30.0","1.16","0.35","0.00","0.00","15.4","0","0","0"
"Nicolas Pépé","CIV","FW,MF","Villarreal","16.7","3","38","17","44.7","2.28","1.02","0.08","0.18","16.0","1","0","0"
"Peque","ESP","MF,FW","Sevilla","12.6","1","19","4","21.1","1.51","0.32","0.05","0.25","15.7","0","0","0"
"Ayoze Pérez","ESP","FW","Villarreal","21.9","19","75","31","41.3","3.43","1.42","0.25","0.61","14.2","0","0","0"
"Carles Pérez","ESP","MF,FW","Getafe","15.9","3","34","9","26.5","2.14","0.57","0.09","0.33","21.1","1","0","0"
"Francisco Perez","ESP","FW,MF","Valencia","6.3","0","6","1","16.7","0.95","0.16","0.00","0.00","18.3","0","0","0"
"Kike Pérez","ESP","MF","Valladolid","13.2","2","20","4","20.0","1.51","0.30","0.10","0.50","21.1","1","0","0"
"Luis Pérez","ESP","DF","Valladolid","28.4","0","5","2","40.0","0.18","0.07","0.00","0.00","25.3","0","0","0"
"Romain Perraud","FRA","DF","Betis","22.2","2","20","5","25.0","0.90","0.22","0.10","0.40","21.7","0","0","0"
"Valentín Pezzolesi","ESP","DF","Las Palmas","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Pica","ESP","DF","Alavés","5.5","0","4","1","25.0","0.72","0.18","0.00","0.00","10.7","0","0","0"
"Yeremi Pino","ESP","MF,FW","Villarreal","21.5","4","29","8","27.6","1.35","0.37","0.14","0.50","12.8","0","0","0"
"Portu","ESP","FW,MF","Girona","8.7","1","8","3","37.5","0.92","0.35","0.13","0.33","16.6","0","0","0"
"Beñat Prados","ESP","MF","Athletic Club","19.1","1","16","5","31.3","0.84","0.26","0.06","0.20","20.1","0","0","0"
"Abdón Prats","ESP","FW,MF","Mallorca","5.1","2","13","4","30.8","2.57","0.79","0.08","0.25","14.7","0","1","1"
"Javi Puado","ESP","FW,MF","Espanyol","33.0","12","66","19","28.8","2.00","0.57","0.11","0.37","20.7","0","5","5"
"Dani Raba","ESP","FW,MF","Leganés","20.9","8","39","12","30.8","1.87","0.57","0.10","0.33","25.5","4","4","5"
"Arnau Rafús","ESP","GK","Valladolid","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Antonio Raillo","ESP","DF","Mallorca","35.6","2","35","8","22.9","0.98","0.22","0.06","0.25","12.8","0","0","0"
"Benito Ramírez","ESP","DF,FW","Las Palmas","5.3","0","10","1","10.0","1.88","0.19","0.00","0.00","22.7","1","0","0"
"Sandro Ramírez","ESP","FW,MF","Las Palmas","22.6","9","51","20","39.2","2.26","0.88","0.16","0.40","24.3","14","1","1"
"Jacobo Ramón","ESP","DF","Real Madrid","2.3","1","2","1","50.0","0.88","0.44","0.50","1.00","9.5","0","0","0"
"Raphinha","BRA","FW,MF","Barcelona","31.5","18","112","40","35.7","3.55","1.27","0.14","0.40","19.1","18","2","2"
"Andrei Ratiu","ROU","DF","Rayo Vallecano","34.1","2","31","7","22.6","0.91","0.21","0.06","0.29","19.1","0","0","0"
"Raúl","ESP","FW,MF","Osasuna","8.3","4","25","12","48.0","3.00","1.44","0.16","0.33","14.4","0","0","0"
"Abderrahman Rebbach","ALG","FW,MF","Alavés","4.3","0","6","1","16.7","1.40","0.23","0.00","0.00","20.3","0","0","0"
"Álex Remiro","ESP","GK","Real Sociedad","36.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Daniel Requena","ESP","MF","Villarreal","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Diego Rico","ESP","DF","Getafe","31.3","0","16","3","18.8","0.51","0.10","0.00","0.00","31.1","1","0","0"
"Luis Rioja","ESP","FW","Alavés","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Luis Rioja","ESP","MF,FW","Valencia","31.5","5","28","12","42.9","0.89","0.38","0.11","0.25","21.2","1","2","2"
"Rodrigo Riquelme","ESP","MF,DF","Atlético Madrid","5.7","0","14","4","28.6","2.44","0.70","0.00","0.00","17.7","1","0","0"
"Alberto Risco","ESP","MF,FW","Getafe","0.8","0","4","1","25.0","5.22","1.30","0.00","0.00","21.1","0","0","0"
"Mihailo Ristić","SRB","DF,MF","Celta Vigo","4.8","0","2","0","0.0","0.42","0.00","0.00","","26.1","0","0","0"
"Gorka Rivera Alonso","ESP","DF,MF","Getafe","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Marc Roca","ESP","MF","Betis","10.1","2","12","4","33.3","1.19","0.40","0.17","0.50","16.9","1","0","0"
"Rodri","ESP","FW","Betis","1.3","0","2","2","100.0","1.53","1.53","0.00","0.00","22.6","0","0","0"
"Adrian Rodriguez","ESP","GK","Alavés","1.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Álvaro Rodríguez","URU","FW","Getafe","9.5","2","25","10","40.0","2.64","1.06","0.08","0.20","16.8","0","0","0"
"Óscar Rodríguez Arnaiz","ESP","MF,FW","Leganés","14.8","1","33","6","18.2","2.23","0.41","0.03","0.17","25.1","9","0","0"
"Arturo Rodríguez","ESP","FW","Las Palmas","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Damián Rodríguez","ESP","MF","Celta Vigo","10.3","0","4","0","0.0","0.39","0.00","0.00","","27.5","0","0","0"
"Dani Rodríguez","ESP","MF,FW","Mallorca","24.0","4","31","10","32.3","1.29","0.42","0.13","0.40","17.9","1","0","0"
"Daniel Rodriguez","ESP","FW","Barcelona","0.4","0","2","0","0.0","4.86","0.00","0.00","","22.2","0","0","0"
"James Rodríguez","COL","MF,FW","Rayo Vallecano","1.6","0","4","2","50.0","2.57","1.29","0.00","0.00","18.8","0","0","0"
"Javi Rodríguez","ESP","DF","Celta Vigo","27.9","3","12","5","41.7","0.43","0.18","0.25","0.60","10.8","0","0","0"
"Jesus Rodríguez","ESP","FW","Betis","12.3","2","23","8","34.8","1.86","0.65","0.09","0.25","17.9","0","0","0"
"Kirian Rodríguez","ESP","MF","Las Palmas","19.5","0","21","8","38.1","1.08","0.41","0.00","0.00","21.8","0","0","0"
"Ricardo Rodríguez","SUI","DF","Betis","14.2","0","5","1","20.0","0.35","0.07","0.00","0.00","26.3","2","0","0"
"Rodrygo","BRA","FW,MF","Real Madrid","21.4","6","54","20","37.0","2.52","0.93","0.11","0.30","16.4","3","0","0"
"Leo Román","ESP","GK","Mallorca","7.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Carlos Romero","ESP","DF","Espanyol","28.4","2","29","6","20.7","1.02","0.21","0.07","0.33","20.8","1","0","0"
"Isaac Romero","ESP","FW","Sevilla","24.0","4","53","17","32.1","2.21","0.71","0.08","0.24","16.9","0","0","1"
"Luka Romero","ARG","FW,MF","Alavés","2.2","0","1","0","0.0","0.45","0.00","0.00","","38.7","0","0","1"
"Oriol Romeu","ESP","MF","Girona","15.1","0","5","1","20.0","0.33","0.07","0.00","0.00","22.5","0","0","0"
"Vitor Roque","BRA","FW","Betis","13.7","4","41","18","43.9","2.99","1.31","0.10","0.22","14.5","0","0","0"
"Valentin Rosier","FRA","DF","Leganés","28.8","1","14","4","28.6","0.49","0.14","0.07","0.25","18.7","0","0","0"
"Antonio Rüdiger","GER","DF","Real Madrid","25.5","0","24","4","16.7","0.94","0.16","0.00","0.00","18.0","0","0","0"
"Aitor Ruibal","ESP","DF,FW","Betis","14.6","1","16","4","25.0","1.10","0.27","0.06","0.25","19.0","0","0","0"
"Abel Ruiz","ESP","FW","Girona","15.0","4","21","7","33.3","1.40","0.47","0.14","0.43","14.0","0","1","2"
"Ferrán Ruiz","ESP","MF","Girona","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Youssouf Sabaly","SEN","DF","Betis","17.6","0","5","0","0.0","0.28","0.00","0.00","","20.3","0","0","0"
"Umar Sadiq","NGA","FW","Valencia","9.2","5","20","7","35.0","2.18","0.76","0.25","0.71","13.2","0","0","0"
"Umar Sadiq","NGA","FW","Real Sociedad","2.5","0","5","0","0.0","1.98","0.00","0.00","","18.7","0","0","0"
"Jorge Sáenz","ESP","DF","Leganés","18.8","1","8","3","37.5","0.43","0.16","0.13","0.33","8.9","0","0","0"
"Jan Salas","ESP","MF,FW","Mallorca","0.5","0","2","0","0.0","4.19","0.00","0.00","","22.9","0","0","0"
"Kike Salas","ESP","DF","Sevilla","24.9","3","23","6","26.1","0.92","0.24","0.13","0.50","12.7","0","0","0"
"Albert Sambi Lokonga","BEL","MF","Sevilla","16.3","0","13","5","38.5","0.80","0.31","0.00","0.00","19.8","0","0","0"
"Chuky san jose","ESP","MF","Valladolid","8.1","2","16","7","43.8","1.98","0.87","0.13","0.29","19.3","0","0","0"
"Oihan Sancet","ESP","MF","Athletic Club","18.0","15","47","17","36.2","2.61","0.94","0.26","0.71","16.7","1","3","3"
"Antonio Sánchez","ESP","MF,DF","Mallorca","15.5","0","17","2","11.8","1.10","0.13","0.00","0.00","19.3","0","0","0"
"Iván Sánchez","ESP","MF,FW","Valladolid","15.6","2","15","5","33.3","0.96","0.32","0.13","0.40","21.1","2","0","0"
"Javi Sánchez","ESP","DF","Valladolid","22.5","2","11","5","45.5","0.49","0.22","0.18","0.40","23.5","5","0","0"
"Juanlu Sánchez","ESP","MF,DF","Sevilla","19.1","4","13","6","46.2","0.68","0.31","0.31","0.67","12.1","0","0","0"
"Manu Sánchez","ESP","DF","Alavés","29.3","1","12","2","16.7","0.41","0.07","0.08","0.50","16.7","0","0","0"
"Maroan Sannadi","MAR","FW","Athletic Club","8.4","1","19","7","36.8","2.27","0.84","0.05","0.14","15.1","0","0","0"
"Jesús Santiago","ESP","MF","Getafe","4.1","0","1","0","0.0","0.24","0.00","0.00","","22.9","0","0","0"
"Aleksandar Sedlar","SRB","DF","Alavés","6.6","0","1","0","0.0","0.15","0.00","0.00","","11.8","0","0","0"
"Sergi","ESP","DF","Leganés","32.9","2","13","5","38.5","0.40","0.15","0.15","0.40","10.0","0","0","0"
"Nicolás Serrano","ESP","FW","Athletic Club","1.2","0","5","1","20.0","4.02","0.80","0.00","0.00","24.6","0","0","0"
"Fábio Silva","POR","FW","Las Palmas","20.7","10","46","20","43.5","2.22","0.96","0.17","0.40","14.8","0","2","3"
"Rui Silva","POR","GK","Betis","15.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Giuliano Simeone","ARG","MF","Atlético Madrid","21.4","2","22","7","31.8","1.03","0.33","0.09","0.29","14.5","0","0","0"
"Unai Simón","ESP","GK","Athletic Club","21.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Daley Sinkgraven","NED","DF","Las Palmas","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Jailson Siqueira","BRA","DF,MF","Celta Vigo","6.8","0","4","2","50.0","0.59","0.29","0.00","0.00","16.5","0","0","0"
"Antonio Sivera","ESP","GK","Alavés","31.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Justin Smith","CAN","MF","Espanyol","2.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Alex Sola","ESP","MF,FW","Getafe","11.4","0","15","2","13.3","1.31","0.17","0.00","0.00","18.6","0","0","0"
"Arnau Solà","ESP","MF","Villarreal","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Jhon Solis","COL","MF","Girona","5.9","1","4","1","25.0","0.67","0.17","0.25","1.00","16.0","0","0","0"
"David Soria","ESP","GK","Getafe","38.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Juan Soriano","ESP","GK","Leganés","6.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Hugo Sotelo","ESP","MF","Celta Vigo","13.9","0","4","0","0.0","0.29","0.00","0.00","","20.6","0","0","0"
"Djibril Sow","SUI","MF","Sevilla","22.9","2","22","6","27.3","0.96","0.26","0.09","0.33","18.6","0","0","0"
"Carl Starfelt","SWE","DF","Celta Vigo","25.2","1","5","1","20.0","0.20","0.04","0.20","1.00","11.6","0","0","0"
"Orri Steinn Óskarsson","ISL","FW","Real Sociedad","10.5","3","19","7","36.8","1.81","0.67","0.16","0.43","13.1","0","0","0"
"Stoichkov","ESP","MF,FW","Alavés","7.8","0","18","3","16.7","2.32","0.39","0.00","0.00","19.8","1","0","0"
"Cristhian Stuani","URU","FW","Girona","12.0","11","31","16","51.6","2.59","1.34","0.26","0.50","12.7","0","3","3"
"Álex Suárez","ESP","DF","Las Palmas","27.3","0","6","3","50.0","0.22","0.11","0.00","0.00","14.9","0","0","0"
"Denis Suárez","ESP","MF","Villarreal","6.8","1","10","3","30.0","1.48","0.44","0.10","0.33","15.5","0","0","0"
"Luka Sučić","CRO","MF","Real Sociedad","19.9","1","43","11","25.6","2.16","0.55","0.02","0.09","23.6","1","0","0"
"Suso","ESP","FW,MF","Sevilla","6.7","0","16","4","25.0","2.38","0.59","0.00","0.00","22.9","2","0","0"
"Williot Swedberg","SWE","FW,MF","Celta Vigo","15.0","4","32","15","46.9","2.14","1.00","0.13","0.27","14.7","0","0","0"
"Mamadou Sylla","SEN","FW,MF","Valladolid","17.6","5","18","3","16.7","1.02","0.17","0.06","0.33","17.4","0","4","4"
"Wojciech Szczęsny","POL","GK","Barcelona","15.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Alexander Sørloth","NOR","FW","Atlético Madrid","17.4","20","78","40","51.3","4.48","2.30","0.24","0.48","12.0","0","1","1"
"Renato Tapia","PER","MF,DF","Leganés","26.9","1","14","6","42.9","0.52","0.22","0.07","0.17","29.1","0","0","0"
"César Tárrega","ESP","DF","Valencia","33.6","2","20","6","30.0","0.59","0.18","0.10","0.33","10.3","0","0","0"
"Aurélien Tchouaméni","FRA","DF,MF","Real Madrid","29.9","0","19","3","15.8","0.64","0.10","0.00","0.00","17.1","0","0","0"
"Álvaro Tejero","ESP","MF,DF","Espanyol","13.8","1","17","4","23.5","1.24","0.29","0.06","0.25","26.1","6","0","0"
"Martín Tejón","ESP","MF,DF","Valencia","0.5","0","1","0","0.0","1.84","0.00","0.00","","11.7","0","0","0"
"Nahuel Tenaglia","ARG","DF","Alavés","32.5","2","27","8","29.6","0.83","0.25","0.07","0.25","15.5","0","0","0"
"Marc-André ter Stegen","GER","GK","Barcelona","7.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Ramón Terrats","ESP","MF,FW","Villarreal","1.5","0","2","0","0.0","1.37","0.00","0.00","","21.2","0","0","0"
"Ramón Terrats","ESP","MF,FW","Getafe","13.5","4","19","8","42.1","1.40","0.59","0.21","0.50","21.6","1","0","0"
"Raúl de Tomás","ESP","DF,FW","Rayo Vallecano","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Pablo Torre","ESP","MF,FW","Barcelona","3.4","3","6","4","66.7","1.74","1.16","0.50","0.75","23.5","1","0","0"
